STORE_NUM,TYPE,ADDRESS,CITY,POSTCODE,STATE_REGION,STATUS,PHONE,DISTRICT_MANAGER,DM_CONTACT_NUM,HALAL,CAFE,NO_OF_DRIVETHRU,DTD,SET_UP_PRICE
3506,FSDT-Dual,10 Horton Parade,Maroochydore,4558,QLD North,Trading,+61 7 5443 6829,Sarah Taylor,0423 018 633,0,0,,2DTDD,25.82
3555,Drive Thru,Shop GD273 Sunshine Plaza,Maroochydore (Sunshine Plaza),4558,QLD North,Trading,+61 7 5451 1845,Sarah Taylor,0423 018 633,0,0,,0DT,25.82
3596,FSDT-Single,"36-44 Chamber Flat Road, Marsden QLD ",Marsden,4132,QLD South,Trading,+61 7 3200 7599,Cameron Marsh,0433 319 419,0,0,,1DTD,25.82
3552,FSDT-Single,Corner Alice & Ferry Streets,Maryborough,4650,QLD North,Trading,+61 7 4121 5770,Suzanne Ewart,0434 272 661,0,0,,1DT,26.48
3576,Co-Brand-Single,Cnr Loganlea Road & University Drive,Meadowbrook,4131,QLD South,Trading,+61 7 3200 2758,Cameron Marsh,0433 319 419,0,0,,1DT,25.82
3551,FSDT-Single,Corner Bermuda St & Hooker Blvd (Lakeview),Mermaid Waters (Lakeview),4218,QLD South,Trading,+61 7 5526 6082,Mick Yeo,0408 881 146,0,0,,1DT,25.82
3541,FSDT-Single,1-11 Deveraux Dr,Morayfield,4506,QLD North,Trading,+61 7 5428 3700,Andy Larsson,0439 514 736,0,0,,1DT,25.82
3559,Inline,Morafield F/C Morayfield S/C 171 Morayfield Rd ,Morayfield Plaza,4506,QLD North,Trading,+61 7 3208 4611,Andy Larsson,0439 514 736,0,0,,0DT,25.82
8515,DT-Single,"27-29 Corbould Street,?MT ISA ?QLD ",Mt Isa,4825,QLD,Trading,+61 7 5531 2388,Jodie Townley,0402 982 081,0,0,,1DT,25.82
3570,Inline,"Shop 1032 - Lower Level, Garden City S/C, Cnr Logan & Kessels Road",Mt. Gravatt (Garden City),4122,QLD South,Trading,+61 7 3219 4282,Adam Harper,0430 539 915,0,0,,0DT,26.39
3522,FSDT-Single,171 Dandenong Road,Mt. Ommaney,4074,QLD South,Trading,+61 7 3279 1181,Bianca Falk,0438 292 395,0,0,,1DT,25.82
3538,Co-Brand-Single,196-206 Highfield Drive,Mudgeeraba,4213,QLD South,Trading,+61 7 5525 2688,Mick Yeo,0408 881 146,0,0,,1DTDD,25.82
3661,FSDT,"20 Mitchell Street, Nambour QLD ",Nambour,4560,QLD North,Trading,,Sarah Taylor,0423 018 633,0,1,,2DTDD,
8505,DT-Single,Lot 24 Pappas Way,Nerang,4211,QLD,Trading,+61 7 5596 4844,Jodie Townley,0402 982 081,0,0,,1DTDD,25.82
3549,Co-Brand-Single,Cnr Bruce Hwy & Highway Plaza,Nth Mackay,4740,QLD North,Trading,+61 7 4942 9788,Brad Tobin,0404 085 419,0,0,,1DT,25.82
8516,FSDT,49 Eggersdorf Road,Ormeau,4208,QLD,Trading,,Jodie Townley,0402 982 081,0,0,,1DTDD,
3558,FSDT-Single,Cnr Old Pacific Hwy & Oxenford-Southport Rd,Oxenford ,4210,QLD South,Trading,+61 7 5665 8155,Cameron Marsh,0433 319 419,0,0,,1DT,25.82
3652,FSDT-Dual,"Pimpama District Centre, 102 Pimpama-Jacobs Well Rd QLD",Pimpama,4209,QLD South,Trading,? + 61 7 5677 0895,Cameron Marsh,0433 319 419,0,0,,2DTD,25.82
3571,Co-Brand-Single,4414 Warrego Highway,Plainland,4341,QLD South,Trading,+61 7 5575 8680,Mick Yeo,0408 881 146,0,0,,1DT,25.82
3599,FSDT-Dual,"411 Redbank Plains Road Redbank Plains, ",Redbank Plains,4301,QLD South,Trading,+61 7 3463 8062,Debra Hayes,0415 939 412,0,0,,2DTD,26.39
3592,FSDT-Single,"209 Garden Road, Richlands Qld ",Richlands,4077,QLD South,Trading,+61 7 3271 2784,Bianca Falk,0438 292 395,0,0,,1DT,25.82
3508,FSDT-Single,1 High Street,Rockhampton North,4701,QLD North,Trading,+61 7 4926 1533,Suzanne Ewart,0434 272 661,0,0,,1DT,25.82
3578,FSDT-Tandem,160-166 George Street ,Rockhampton South,4701,QLD North,Trading,+61 7 4921 2385,Suzanne Ewart,0434 272 661,0,0,,2DT,25.82
3537,Co-Brand-Single,Cnr Beatty & Granard Roads,Rocklea,4106,QLD South,Trading,+61 7 3272 7512,Bianca Falk,0438 292 395,0,0,,1DT,25.82
3543,FSDT-Single,Lot 80 Mt Milman Dve,Smithfield (Cairns),4878,QLD North,Trading,+61 7 4038 2311,Andy Larsson,0439 514 736,0,0,,1DTD,25.82
8443,,116 Minjungbal Dr,South Tweed Heads,,QLD South,,,,,0,0,,1DT,
8514,Co-Brand-Single,34 Ferry road southport QLD ,Southport,4215,QLD,Trading,+61 7 5531 2388,Jodie Townley,0402 982 081,0,0,,1DT,25.82
8504,Inline,Shop 120 (Australia Fair),Southport (Aust Fair),4215,QLD,Temp Closure,+61 7 5571 2277,Jodie Townley,0402 982 081,0,0,,0DT,25.82
3657,FSDT-Dual,15 Commercial Drive  Springfield QLD ,Springfield,4300,QLD South,Trading,,Debra Hayes,0415 939 412,0,1,,2DTDD,26.39
3529,DT-Single,3386 Pacific Highway,Springwood,4127,QLD South,Trading,+61 7 3208 5110,Adam Harper,0430 539 915,0,0,,1DT,26.39
3530,FSDT-Single,388 Gympie Road,Strathpine,4500,QLD South,Trading,+61 7 3205 3696,Adam Bishop,0413 149 399,0,0,,1DT,25.82
3520,Inline,8 Cavill Mall,Surfers Paradise (Cavill Ave),4217,QLD South,Trading,+61 7 5538 6933,Mick Yeo,0408 881 146,0,0,,0DTD,25.82
3527,FSDT-Single,14 Morrow Street,Taringa,4068,QLD South,Trading,+61 7 3371 5135,Bianca Falk,0438 292 395,0,0,,1DT,25.82
3502,FSDT-Single,397 Bridge Street,Toowoomba,4350,QLD South,Trading,+61 7 4633 1464,Mick Yeo,0408 881 146,0,0,,1DTD,25.82
3561,FSDT-Single,Cnr Ruthven St & Alderly St,Toowoomba South,4350,QLD South,Trading,+61 7 4613 5823,Mick Yeo,0408 881 146,0,0,,2DT,25.82
3566,FSDT,"Domain Central, 103-141 Duckworth St",Townsville (Domain),4814,QLD North,Trading,+61 7 4728 7030,Brad Tobin,0404 085 419,0,0,,1DT,25.82
3519,FSDT-Single,Cnr Cross St. & Ross River Rd.,Townsville (Ross River),4812,QLD North,Trading,+61 7 4725 3411,Brad Tobin,0404 085 419,0,0,,1DT,25.82
3540,FSDT-Single,Cnr. Pacific Highway & Toonlona St,Tugun,4224,QLD South,Trading,+61 7 5559 5899,Mick Yeo,0408 881 146,0,0,,1DT,25.82
3579,FSDT-Single,"Grand Shopping Centre, Lot 101-102 Old Coach Road",Upper Coomera,4209,QLD South,Trading,+61 7 5580 1526,Cameron Marsh,0433 319 419,0,0,,1DT,25.82
3584,Co-Brand,"651 Kessels Road, Mt Gravatt Qld",Upper Mt Gravatt,4122,QLD South,Trading,+61 7 3343 6664,Adam Harper,0430 539 915,0,0,,0DT,26.39
3548,FSDT-Single,"Victoria Point Shopping Ctr, 2-34 Bunker Rd",Victoria Point,4165,QLD South,Trading,+61 7 3820 7366,Adam Bishop,0413 149 399,0,0,,1DTD,25.82
3574,FSDT-Dual,Cnr Wood & Albion  Sts,Warwick,4370,QLD South,Trading,+61 7 4661 3895,Mick Yeo,0408 881 146,0,0,,2DT,25.82
3553,DT-Single,242 Brisbane Street West Ipswich QLD ,West Ipswich,4305,QLD South,Trading,+61 7 3463 0948,Debra Hayes,0415 939 412,0,0,,1DTD,26.39
3524,FSDT-Single,38 Wembley Road,Woodridge,4114,QLD South,Trading,+61 7 3299 1231,Adam Harper,0430 539 915,0,0,,1DT,26.39
3560,FSDT-Single,"Wynnum Plaza, Wynnum Road",Wynnum West,4178,QLD South,Trading,  61 7 3396 5054,Adam Bishop,0413 149 399,0,0,,2DT,25.82
3588,DT-Single,"444 warwick Road, Yamanto QLD ",Yamanto,4305,QLD South,Trading, +61 7 3288 6346,Bianca Falk,0438 292 395,0,0,,1DT,26.39
3200,FSDT-Single,12 Anzac Highway,Everard Park (Anzac),5035,SA,Trading,+61 8 8293 1601,Leanne Suchier,0430 142 699,0,0,1,1DT,36.05
3201,FSDT-Single,Cnr Marion & South Roads,Darlington,5047,SA,Trading,+61 8 8926 2553,Tim May,0417 160 188,0,0,1,1DT,36.05
3202,FSDT-Single,Corner Glynburn & Shelley St,Firle,5070,SA,Trading,+61 8 8331 7796,Leanne Suchier,0430 142 699,0,0,2,2DTDD,36.05
3203,FSDT-Single,209 Main North Road,Nailsworth (Sefton Pk),5083,SA,Trading,+61 8 8344 2841,Anita Thompson,0409 857 381,0,0,1,1DT,36.05
3204,FSDT-Single,746 Port Road,Beverley (Woodville),5009,SA,Trading,+61 8 8268 2560,Anita Thompson,0409 857 381,0,0,1,1DT,36.05
3205,FSDT-Single,567 North East Road,Gilles Plains,5086,SA,Trading,+61 8 8261 8008,Anita Thompson,0409 857 381,0,0,1,1DT,36.05
3206,FSDT-Single,Corner Pimpala & Booth Road,Morphett Vale,5162,SA,Trading,+61 8 8382 0007,Tim May,0417 160 188,0,0,1,1DT ,36.05
3207,Inline,Shops 6-10 Rundle St,Adelaide (Rundle St),5000,SA,Trading,+61 8 8223 7271,Leanne Suchier,0430 142 699,0,0,,0DTD,36.05
3208,FSDT-Single,9 Elizabeth Way,Elizabeth,5112,SA,Trading,+61 8 8255 9779,Leigh Reynolds,0402 576 516,0,0,1,1DTD,36.05
3209,FSDT-Single,504 Henley Beach Road,Fulham,5112,SA,Trading,+61 8 8356 3048,Anita Thompson,0409 857 381,0,0,1,1DTD,36.05
3211,FSDT-Single,992 South Road,Edwardstown,5039,SA,Trading,+61 8 8276 6365,Tim May,0417 160 188,0,0,1,1DTD,36.05
3212,FSDT-Single,238 Belair Road,Hawthorn,5115,SA,Trading,+61 8 8271 9828,Leanne Suchier,0430 142 699,0,0,1,1DT,36.05
3213,FSDT-Single,Corner Commercial Road & Park Tce.,Salisbury,5108,SA,Trading,+61 8 8250 7717,Leigh Reynolds,0402 576 516,0,0,1,1DT ,36.05
3215,FSDT-Single,Cnr Grand Junction & Port Rd,Port Adelaide,5015,SA,Trading,+61 8 8341 1433,Anita Thompson,0409 857 381,0,0,1, 1DT ,36.05
3217,FSDT-Single,Cnr Main South & Peneys Hill Rds.,Hackham,5163,SA,Trading,+61 8 8326 2006,Tim May,0417 160 188,0,0,1, 1DT ,36.05
3218,FSDT-Single,Corner Main & Hannaford Roads,Blackwood,5051,SA,Trading,+61 8 8278 3571,Leanne Suchier,0430 142 699,0,0,1, 1DT ,36.05
3220,FSDT-Single,Cnr Londale/Commercial Roads,Sheidow Park,5158,SA,Trading,+61 8 8322 2399,Tim May,0417 160 188,0,0,1, 1DT,36.05
3221,FSDT-Single,Cnr North East Rd. & Golden Grove Rd.,Ridgehaven,5097,SA,Trading,+61 8 8396 2588,Leanne Suchier,0430 142 699,0,0,1, 1DT,36.05
3222,FSDT-Single,Cnr Jardine St. & Penola Rd.,Mount Gambier,5290,SA,Trading,+61 8 8723 1166,Tim May,0417 160 188,0,0,1,1DTD,36.05
3223,FSDT-Single,"Lot 1038 Golden Way, Golden Grove S/C",Golden Grove,5125,SA,Trading,0428 989 341,Leanne Suchier,0430 142 699,0,0,1,1DT,36.05
3224,FSDT-Dual,"Munno Para S/C, Main North Road",Smithfield SA,5114,SA,Trading,+61 8 8284 0965,Leigh Reynolds,0402 576 516,0,0,2, 2DT,36.05
3226,Co-Brand-Single,Corner West Terrace & Grote St,Adelaide (West Terrace),5000,SA,Trading,+61 8 8410 2468,Leanne Suchier,0430 142 699,0,0,1,1DT,36.05
3227,FSDT-Single,Lot 110 Commercial Road,Seaford,5168,SA,Trading,+61 8 8327 1941,Tim May,0417 160 188,0,0,1, 1DT,36.05
3228,Co-Brand-Single,113 West Lakes Boulevard,West Lakes,5021,SA,Trading,+61 8 8355 0166,Anita Thompson,0409 857 381,0,0,1, 1DT,36.05
3229,FSDT-Single,"Lot 203, 1 Liberator Drive",Paralowie,5108,SA,Trading,+61 8 8280 5566,Leigh Reynolds,0402 576 516,0,0,1, 1DT,36.05
3230,FSDT-Single,Cnr Nicolson Ave. & McDouall Stuart Ave.,Whyalla,5600,SA,Trading,+61 8 8644 0084,Leigh Reynolds,0402 576 516,0,0,1,1DT,36.05
3232,FSDT-Single,"Ingle Farm Shopping Centre, Cnr Walkleys & Montague Rds",Ingle Farm,5098,SA,Trading,+61 8 8264 6428,Anita Thompson,0409 857 381,0,0,1, 1DT,36.05
3234,Co-Brand-Single,Corner Salisbury Hwy  and Elder Smith Rd,Mawson Lakes,5095,SA,Trading,+61 8 8182 3199,Leigh Reynolds,0402 576 516,0,0,1, 1DT,36.05
3235,FSDT-Single,827 & 825 Fifteenth Street,Mildura,3500,SA,Trading,+61  3 5021 1405,Anita Thompson,0409 857 381,0,0,2,2DTDD,36.05
3237,Co-Brand-Dual,"Cnr Marion Rd & Ralph Street, ",West Richmond,5033,SA,Trading,+61 8 8352 3510,Anita Thompson,0409 857 381,0,0,2,2DT ,36.05
3238,Inline,35 Hindley St,Hindley St ,5000,SA,Trading,+61 8 8212 5454,Leanne Suchier,0430 142 699,0,0,,0DT,36.05
3239,FSDT-Single,Corner Main Nth Rd & Tulloch St Evanston,Gawler,5118,SA,Trading,+61 8 8522 6741,Leigh Reynolds,0402 576 516,0,0,1, 1DT,36.05
3240,FSDT-Single,"Cnr Beach Road & Hanna Road, Noarlunga Centre, Noarlunga  SA ",Noarlunga,5168,SA,Trading,+61 8 8186 1466,Tim May,0417 160 188,0,0,1, 1DT,36.05
3241,FSDT-Single,"Cnr Curtis & Grand Road, Munno Parra SA ",Playford Alive,5115,SA,Trading,+61 8 7180 1108,Leigh Reynolds,0402 576 516,0,0,1, 1DT,36.05
3242,DT-Dual,"252 Churchill Road, Prospect, SA, ",Islington,5082,SA,Trading,+61 8 8465 0245,Leanne Suchier,0430 142 699,0,0,2,2DTD ,36.05
3243,FSDT-Dual,Parafield Airport Corner of Kesters Road and Main North Road,Parafield,5096,SA,Trading,+61 8 8250 7033,Leigh Reynolds,0402 576 516,0,0,2, 2DTD,36.05
3244,FSDT-Single,1 Edwards Street SA ,Brighton,5048,SA,Trading,+61 8 8296 0767,Tim May,0417 160 188,0,0,1,1DTD,36.05
3245,FSDT-Single,Corner Hampstead Road and East Parkway Northfield SA ,Lightsview,5085,SA,Trading,+61 8 8125 0105,Leanne Suchier,0430 142 699,0,0,2, 2DTD,36.05
6600,,445 Argent Street,Broken Hill,2880,SA,Trading,,,,0,0,1,1DT,36.05
8203,Inline,Domestic Terminal Food Court,Adelaide (Airport),5000,SA,Temp Closure,+61 8 8308 9211,Jodie Townley,0402 982 081,0,0,,?,36.05
8205,Co-Brand-Single,11 Vater Street,Dry Creek,5094,SA,Trading,+61 8 8162 9485,Jodie Townley,0402 982 081,0,0,1, 1DT ,36.05
8206,Co-Brand-Single,411 Glen Osmond Road,Glen Osmond,5064,SA,Trading,+61 8 8379 0599,Jodie Townley,0402 982 081,0,0,1, 1DT,36.05
8207,DT-Single,32 Main road,Port Pirie,5540,SA,Trading,+61 8 8633 3264,Jodie Townley,0402 982 081,0,0,1, 1DT,36.05
8208,Inline,610 South Road,Angle Park,5010,SA,Trading,+61 8 82448160,Jodie Townley,0402 982 081,0,0,,0DTD,36.05
8209,DT-Single,"11 Barossa Valley Way, Nuriootpa SA ",Nuriootpa,5355,SA,Trading,+61 8 8562 3544,Jodie Townley,0402 982 081,0,0,1, 1DT,36.05
8210,Co-Brand,"35 Eyre Highway, CEDUNA SOUTH AUSTRALIA",Ceduna,5690,SA,Trading,+61 8 8625 3062,Jodie Townley,0402 982 081,0,0,,0DTD,36.05
8211,Co-Brand-Single,"292 Renmark Avenue, ?RENMARK SA",Renmark,5341,SA,Trading,+61 8 8586 4200,Jodie Townley,0402 982 081,0,0,1, 1DT,36.05
8212,DT-Single,"Lot 3 Main South Road, ALDINGA SA ",Aldinga,5173,SA,Trading,+61 8 8556 6212,Jodie Townley,0402 982 081,0,0,1, 1DT ,36.05
8213,Co-Brand-Single,"171-181 Adelaide Road, MURRAY BRIDGE SA",Murray Bridge,5253,SA,Trading,+61 8 8532 1077,Jodie Townley,0402 982 081,0,0,1, 1DT,36.05
8214,Co-Brand-Single,Cnr Augusta Hwy & Northern Power Station Rd,Port Augusta East,5700,SA,Trading,TBC,Jodie Townley,0402 982 081,0,0,1,1DTD,36.05
8215,Co-Brand-Single,Cnr Deviation Road & Smith Street Naracoorte SA ,Naracoorte,5271,SA,Trading,+61 8 8200 5746,Jodie Townley,0402 982 081,0,0,1,1DTD,36.05
8216,Co-Brand,"Corner of Mallee Highway & Dukes Highway, Tailem Bend SA",Motorsport Park (Tailem Bend),5260,SA,Trading,+61 8 8200 5847,Jodie Townley,0402 982 081,0,0,1,1DTD,36.05
3001,Co-Brand-Single,257-261 Elizabeth Street,Hobart,7000,TAS,Trading,+61 3 6231 6344,Nilson Thomas,0430 567 449,0,0,,,25.82
3002,FSDT-Single,424-434 Main Road,Glenorchy,7010,TAS,Trading,+61 3 6272 2408,Nilson Thomas,0430 567 449,0,0,,,25.82
3003,FSDT-Single,1-7 Shamrock Street,South Launceston,7250,TAS,Trading,+61 3 6344 9585,Nilson Thomas,0430 567 449,0,0,,,25.82
3004,FSDT-Single,"Mowbray Market Place, Invermay Road",Mowbray,7248,TAS,Trading,+61 3 6326 5677,Nilson Thomas,0430 567 449,0,0,,,25.82
3005,FSDT-Single,Cnr Steele & William Streets,Devonport,7310,TAS,Trading,+61 3 6424 5088,Nilson Thomas,0430 567 449,0,0,,,25.82
3006,FSDT-Single,158 Davey St,South Hobart,7004,TAS,Trading,+61 3 6224 4023,Nilson Thomas,0430 567 449,0,0,,,25.82
3007,FSDT-Single,58 Channel Highway,Kingston,7050,TAS,Trading,+61 3 6251 1728,Nilson Thomas,0430 567 449,0,0,,,25.82
3008,FSDT-Dual,"10 Mount Street, Burnie  TAS ",Burnie,7320,TAS,Trading,+61 3 6431 9676,Nilson Thomas,0430 567 449,0,0,,2DTD,25.82
8217,Co-Brand-Single,19 Frances Terrace Kadina,Kadina,5554,SA,Trading,TBC,Jodie Townley,0402 982 081,0,0,,0DTD,36.05
8218,FSDT,20 Hallet Place ,Port Lincoln,5606,SA,Trading,TBC,Jodie Townley,0419 977 149,0,0,1,1DTDD,36.05
5311,FSDT-Single,"1 Little Burwood Hwy, Wantirna South VIC ",Wantirna South (Knox),3152,VIC,Trading,+61 3 9800 2702,Bosco D'Souza,0400 045 697,0,0,,1DT,25.82
5320,FSDT-Single,151 Plenty Road,Bundoora,3083,VIC,Trading,+61 3 9467 7025,Leslie Banwell,0434 116 146,0,0,,1DT,25.82
5302,FSDT-Single,456 Melbourne Road,Geelong,3220,VIC,Trading,+61 3 5278 5551,Rebecca Ormond ,401882992,0,0,,,25.82
5304,FSDT-Single,427 Ballarat Road,Sunshine,3020,VIC,Trading,+61 39311 4685,Andrew Webb,0400 733 817,0,0,,,27.04
5308,FSDT-Single,3 Heatherdale Road,Ringwood,3134,VIC,Trading,+61 3 98706932,Megan Medhurst,0432 251 981,0,0,,,25.82
5309,FSDT-Single,1414 Dandenong Road,Oakleigh,3166,VIC,Trading,+61 3 9568 6639,Bosco D'Souza,0400 045 697,0,0,,,25.82
5310,FSDT-Single,Corner Canterbury Road & Bennett St.,Forest Hill,3131,VIC,Trading,+61 3 9877 6840,Megan Medhurst,0432 251 981,0,0,,,25.82
5321,FSDT-Single,"Bulleen Village S/C: 15-17 Manningham Road, Bulleen  VIC  ",Bulleen,3105,VIC,Trading,+61 3 9852 0267,Bosco D'Souza,0400 045 697,0,0,,2DT,25.82
5312,FSDT-Dual,Corner Hume Hwy. & Camp Road,Campbellfield (Fawkner),3060,VIC,Trading,+61 3 9357 3070,Kapil Kurdia,0403 650 068,1,0,,2DTDD,28.78
5313,FSDT-Single,148 Watton Street,Werribee,3030,VIC,Trading,+61 3 8742 3967,Andrew Webb,0400 733 817,0,0,,,27.04
5318,FSDT-Single,Cnr Taylors Rd. & Arthur St.,Keilor Downs,3038,VIC,Trading,+61 3 9364 1614,Nicole Phillips,0421 861 696,0,0,,,25.82
5348,FSDT-Single,Cnr High St and Cooper St,Epping,3076,VIC,Trading,+61 3 9401 3407,Leslie Banwell,0434 116 146,0,0,,1DT,25.82
5352,FSDT-Single,100 Hall Road,Carrum Downs,3201,VIC,Trading,+61 3 9782 8937,Patrick Amante,0413 236 733,0,0,,1DT,26.39
5323,FSDT-Single,417 Geelong Road,Footscray,3011,VIC,Trading,+61 3 9314 1304,Nilson Thomas,0430 567 449,0,0,,,25.82
5325,Inline,Corner Bourke & Russell Street,Melbourne (Michael's),3000,VIC,Temp Closure,+61 3 9663 7193,Nicole Phillips,0421 861 696,0,0,,,25.96
5328,FSDT-Single,885 Nepean Highway,Mornington,3931,VIC,Trading,+61 3 5975 7677,Patrick Amante,0413 236 733,0,0,,,26.39
5332,FSDT-Single,593 - 605 Dorset Road,Croydon,3136,VIC,Trading,+61 3 9761 4921,Megan Medhurst,0432 251 981,0,0,,,25.82
5334,FSDT-Single,10 Springvale Road,Springvale,3171,VIC,Trading,+61 3 9546 0667,Bosco D'Souza,0400 045 697,0,0,,,25.82
5337,FSDT-Single,330 Cranbourne Road Frankston Melbourne 3199,Frankston (Karingal),3199,VIC,Trading,+61 3 9776 7434,Patrick Amante,0413 236 733,0,0,,,26.39
5338,Co-Brand-Single,Corner Kingsway & Moore Street,S. Melbourne (Kingsway),3205,VIC,Trading,+61 3 9645 7369,Nicole Phillips,0421 861 696,0,0,,,25.96
5339,FSDT-Single,Corner Victoria & Princess St.,Ballarat,3350,VIC,Trading,+61 3 5333 4740,Nicole Phillips,0421 861 696,0,0,,,25.82
5340,Co-Brand-Single,"Cnr Gatehouse & Smithfield Rds,",Flemington,3031,VIC,Trading,+61 3 9376 8633,Nilson Thomas,0430 567 449,0,0,,,25.82
5341,Co-Brand-Single,5-11 Mt Dandenong Road,Ringwood Nth ,3134,VIC,Trading,+61 3 9876 0866,Megan Medhurst,0432 251 981,0,0,,,25.82
5342,FSDT-Single,1 Central Avenue,Altona Meadows,3028,VIC,Trading,+61 3 9315 8377,Nilson Thomas,0430 567 449,0,0,,,25.82
5343,FSDT-Single,Cnr Western Hwy & Caroline Springs Blvde,Caroline Springs,3023,VIC,Trading,+61 3 8361 7322,Andrew Webb,0400 733 817,0,0,,,25.82
5344,FSDT-Single,154 Raglan Parade Warrnambool VIC ,Warrnambool,3280,VIC,Trading,+61 3 5560 5498,Rebecca Ormond ,401882992,0,0,,,25.82
5345,FSDT-Single,Cnr Gillies St & Howitt St,Wendouree (Ballarat),3355,VIC,Trading,+61 3 5560 5498,Nicole Phillips,0421 861 696,0,0,,,25.96
5347,FSDT-Single,"Brimbank Central, Station Road (Cnr Neale Rd)",Deer Park,3023,VIC,Trading,+61 3 9360 5476,Andrew Webb,0400 733 817,1,0,,,26.5
5356,FSDT-Single,737 Plenty Road,Mill Park,3082,VIC,Trading,+61 3 9437 8547,Leslie Banwell,0434 116 146,0,0,,1DT,25.82
5349,FSDT-Dual,"398 South Gippsland Hwy, Cranbourne Homemaker Centre Cranbourne ",Cranbourne North,3977,VIC,Trading,+61 3 5996 0450,Patrick Amante,0413 236 733,0,0,,,26.39
5350,FSDT-Single,Cnr Maroonda Hwy & Fletcher Rd,Chirnside Park,3116,VIC,Trading,+61 3 9727 5715,Megan Medhurst,0432 251 981,0,0,,,25.82
5351,FSDT-Single,"Parkmore S/C, Cnr Cheltenham Rd & Kingsclere Ave",Parkmore,3131,VIC,Trading,+61 3 9798 5211,Patrick Amante,0413 236 733,0,0,,,26.39
5367,FSDT-Single,9-13 Dimboola Road,Horsham,3400,VIC,Trading,+61 3 5382 7846,Nicole Phillips,0421 861 696,0,0,,1DT,25.82
5353,FSDT-Single,"Werribee Plaza Shopping Centre, 188 Derrimut Rd",Hoppers Crossing (Werribee Plaza),3029,VIC,Trading,+61 3 9742 2850,Andrew Webb,0400 733 817,0,0,,,26.48
5355,FSDT-Single,45-49 Hoddle Street,Richmond (Hoddle St),3121,VIC,Trading,+61 3 9417 6613,Bosco D'Souza,0400 045 697,0,0,,,25.82
5372,Co-Brand-Single,1-5 The Avenue,Ardeer,3020,VIC,Trading,+61 3 8361 8390,Andrew Webb,0400 733 817,0,0,,1DT,25.82
5357,FSDT-Single,424 Melton Hwy  (Watergardens),Taylors Lakes (Watergardens),3038,VIC,Trading,+61 3 9449 4455,Nicole Phillips,0421 861 696,0,0,,,25.96
5358,FSDT-Single,2-4 Stud Road,Dandenong,3175,VIC,Trading,+61 3 9706 8113,Bosco D'Souza,0400 045 697,1,0,,,25.82
5359,Co-Brand-Single,945 Pascoe Vale Road,Jacana,3047,VIC,Trading,+61 3 9351 1599,Kapil Kurdia,0403 650 068,1,0,,,27.03
5360,Co-Brand-Single,Cnr Dalton Road & Spencer Street,Thomastown,3074,VIC,Trading,+61 3 9464 7846,Leslie Banwell,0434 116 146,1,0,,,25.82
5361,FSDT-Single,Cnr Burwood Hwy & Elgar Rd,Burwood VIC,3125,VIC,Trading,+61 3 9808 3026,Megan Medhurst,0432 251 981,0,0,,,25.82
5362,FSDT-Single,Cnr High Street & Coburns Rd,Melton,3337,VIC,Trading,+61 3 9743 0652,Andrew Webb,0400 733 817,0,0,,,27.04
5363,FSDT-Single,25 Bellarine Highway,Newcomb,3219,VIC,Trading,+61 3 5248 5747,Rebecca Ormond ,401882992,0,0,,,25.82
5364,FSDT-Single,231 Sherbourne Road,Eltham,3095,VIC,Trading,+61 3 9439 7313,Leslie Banwell,0434 116 146,0,0,,,25.82
5365,Co-Brand,"Cnr Hume Freeway & Donnybrook Rd, Kalkallo",Bunker Hill,3064,VIC,Trading,+61 3 9745 2348,Leslie Banwell,0434 116 146,0,0,,DT,25.82
5366,FSDT-Single,Corner Ryley Street & Perry Street,Wangaratta,3677,VIC,Trading,+61 3 5721 3039,Leslie Banwell,0434 116 146,0,0,,,25.82
5373,Co-Brand-Single,Cnr Sayers Rd & Derrimut Rd,Tarneit,3029,VIC,Trading,+61 3 8742 1707,Nilson Thomas,0430 567 449,0,0,,1DT,25.82
5368,Inline,"Lower Ground No. 17, 300 Lonsdale Street",Melbourne Central,3000,VIC,Temp Closure,+61 3 9663 2844,Nicole Phillips,0421 861 696,0,0,,,25.96
5369,FSDT-Single,Cnr Blackburn Rd & Highbury Road,Mount Waverley,3149,VIC,Trading,+61 3 8845 7014,Megan Medhurst,0432 251 981,0,0,,,25.82
5370,Inline,"CS-14/99 Spencer St, Melbourne VIC ",Melbourne (Spencer St),3000,VIC,Trading,+61 3 9619 1549,Nicole Phillips,0421 861 696,0,0,,,25.96
5371,Inline,"99 Spencer Street, Southern Cross Station Level 1 C5-14 Melbourne ",Melbourne (Southern Cross),3000,VIC,Trading,+61 3 8676 0184,Nicole Phillips,0421 861 696,0,0,,,25.96
5377,Co-Brand-Single,19 Keilor Park Drive,Keilor Park Drive,3042,VIC,Trading,+61 3 9336 4427,Andrew Webb,0400 733 817,0,0,,1DT,25.92
5378,FSDT-Single,"159 Millers Road, Cnr Blackshaw Road",Altona North,3205,VIC,Trading,+61 3 9391 0980,Nilson Thomas,0430 567 449,1,0,,1DT,25.82
5374,Co-Brand-Single,1370  Ferntree Gully Road,Scoresby,3130,VIC,Trading,+61 3 9753 3814,Bosco D'Souza,0400 045 697,0,0,,,25.82
5375,Co-Brand-Dual,"Bell St, Preston, Vic",Bell St,3072,VIC,Trading,+61 3 9484 9929,Kapil Kurdia,0403 650 068,0,0,,,28.78
